Image ID,Response time
b'809525484_e2e6f137aa_z.jpg',0.1154177188873291
b'5575004957_c281c5de1f_z.jpg',0.11395549774169922
b'15083791924_c7195faca3_z.jpg',0.1056065559387207
b'2230295891_a68077f047_z.jpg',0.10618376731872559
b'8538565946_199e28b584_z.jpg',0.15410351753234863
b'5007439610_5bb351fc1f_z.jpg',0.12414932250976562
b'138805025_80da2e3a82_z.jpg',0.11190652847290039
b'5048937296_7c707f1d71_z.jpg',0.13407278060913086
b'5340010485_edeaa88c83_z.jpg',0.1224510669708252
b'14757587416_892a95bf77_z.jpg',0.09343910217285156
b'5381237016_f49e86b880_z.jpg',0.08994030952453613
b'7248771448_66aab6455d_z.jpg',0.12086248397827148
b'1908136167_cae3414e7e_z.jpg',0.10336709022521973
b'2667833832_bf9ddddac5_z.jpg',0.11297273635864258
b'14265143426_0770389597_z.jpg',0.10130977630615234
b'15235483580_08696e0988_z.jpg',0.10807347297668457
b'3844809782_aa1ce17781_z.jpg',0.11320376396179199
b'219320127_ff9873aaf5_z.jpg',0.12764954566955566
b'2177634493_51ca0597e2_z.jpg',0.14816045761108398
b'8572756223_94130c5e61_z.jpg',0.12319135665893555
b'8773393046_236298c465_z.jpg',0.10627603530883789
b'4597825116_8ec71a76cf_z.jpg',0.11315202713012695
b'144429519_9567ff4044_z.jpg',0.1057589054107666
b'2883059364_a6ccfaf69a_z.jpg',0.11635375022888184
b'3844809782_aa1ce17781_z.jpg',0.1144402027130127
b'19577109682_a0282d8678_z.jpg',0.11467456817626953
b'1428837563_12ec867e05_z.jpg',0.11246037483215332
b'17554656478_22dea58ed2_z.jpg',0.10710406303405762
b'14584923986_debd346d81_z.jpg',0.14542174339294434
b'14786765330_5d381d2451_z.jpg',0.11809706687927246
b'6771874127_f8f380b3cb_z.jpg',0.10810303688049316
b'11132512636_ebb3a6a070_z.jpg',0.12867403030395508
b'6431185703_6c72dd7b5e_z.jpg',0.10665225982666016
b'8562326627_1a68052e58_z.jpg',0.1408710479736328
b'2787764752_0277f5bbb2_z.jpg',0.11175084114074707
