Image ID,Response time,correctly_detect,true_class
5605719660_5bed05cca3_z.jpg,1.6657946109771729,1,person
1229448893_42c357ea12_z.jpg,0.27671241760253906,1,bicycle
1428837563_12ec867e05_z.jpg,0.31240415573120117,1,cat
15235483580_08696e0988_z.jpg,0.28178930282592773,0,bicycle
7110476047_267467ee68_z.jpg,0.33463191986083984,1,car
9141188655_328b195d8d_z_degraded.jpg,0.26853108406066895,1,bicycle
5971377496_abc7d794c7_z.jpg,0.3305997848510742,1,bicycle
7019541657_00e6c7a645_z_degraded.jpg,0.2659754753112793,1,cat
858829152_629399f0a4_z.jpg,0.32928466796875,1,cat
4975505027_db5864977d_z.jpg,0.31674790382385254,0,dog
2277306387_af18b2096e_z.jpg,0.3322947025299072,0,dog
4065552857_98aa8a39d4_z.jpg,0.2857654094696045,1,bicycle
15584457029_80b75274db_z.jpg,0.29430174827575684,1,cat
5827517048_a890acd7e6_z.jpg,0.2613639831542969,0,dog
858829152_629399f0a4_z.jpg,0.3182222843170166,1,cat
1511658057_17b7bac11a_z.jpg,0.25992655754089355,1,bicycle
7417962302_a50fc8eb6b_z.jpg,0.2917969226837158,1,bicycle
2667833832_bf9ddddac5_z.jpg,0.29985809326171875,1,cat
7782123174_dbda292cef_z.jpg,0.3189659118652344,1,car
51712355_49c2e95899_z.jpg,0.25592970848083496,1,bicycle
4370423313_49f3722e85_z.jpg,0.32151341438293457,1,car
5490854064_57151abb4f_z.jpg,0.3074359893798828,0,car
5381237016_f49e86b880_z.jpg,0.2413921356201172,1,dog
14584923986_debd346d81_z.jpg,0.4047892093658447,1,dog
1240686712_fbccf26b7f_z_degraded.jpg,0.29819369316101074,1,cat
7417962302_a50fc8eb6b_z.jpg,0.2733747959136963,1,bicycle
15333662010_2f428f7e2f_z.jpg,0.3266754150390625,1,bicycle
20795376805_7d3aabfce1_z.jpg,0.25533413887023926,0,car
2392419690_8495e2b2c9_z.jpg,0.3413074016571045,1,person
16658372825_affc436763_z.jpg,0.2499706745147705,1,person
414586991_9630094229_z.jpg,0.32647275924682617,1,bicycle
7175939730_9a03853d4c_z.jpg,0.3378417491912842,0,cat
5290576324_881daf8265_z_degraded.jpg,0.309342622756958,1,dog
2206074222_69cc088500_z.jpg,0.24765992164611816,1,cat
677743874_168dcb5ed1_z.jpg,0.2682011127471924,1,dog
10218081326_b6a2dd98f5_z.jpg,0.4298396110534668,1,car
3029397040_d35cf11083_z.jpg,0.2539834976196289,1,cat
8634899263_5ce2555806_z.jpg,0.27771544456481934,1,car
3604271495_1cacccec06_z.jpg,0.2824392318725586,0,bicycle
6168484879_e6b9644722_z.jpg,0.28754115104675293,1,car
6238072987_89f2925563_z.jpg,0.306612491607666,1,dog
8591221048_8fe555a40c_z.jpg,0.2895174026489258,1,dog
36110689_9cbbccb36a_z.jpg,0.3191802501678467,0,dog
6985531639_71621c1e69_z.jpg,0.2767033576965332,1,person
15617633365_316afedb8d_z_degraded.jpg,0.3942677974700928,0,cat
15196353300_2dcb1a1948_z.jpg,0.2816622257232666,1,car
2370036280_507a07c953_z.jpg,0.2788245677947998,1,car
6985531639_71621c1e69_z.jpg,0.27825355529785156,1,person
8922688952_9cacbffe29_z.jpg,0.26640796661376953,1,person
5753318048_1cde42cb1f_z.jpg,0.2997722625732422,0,dog
14711690133_019fe56eb5_z.jpg,0.2676889896392822,1,cat
3141821008_3743fb8be5_z.jpg,0.3325388431549072,1,car
8106854318_06c1cc0fc3_z.jpg,0.3064913749694824,1,bicycle
5481347426_620620145e_z.jpg,0.2858922481536865,1,person
5877730305_f5e3d13667_z.jpg,0.25614190101623535,1,bicycle
18608021442_84f7dcfa5c_z.jpg,0.3275277614593506,0,bicycle
2392419690_8495e2b2c9_z.jpg,0.31195616722106934,1,person
4597825116_8ec71a76cf_z.jpg,0.30817651748657227,1,car
7035751851_15d745cf2c_z.jpg,0.29700779914855957,1,car
9031823026_3e55960d76_z_degraded.jpg,0.25416111946105957,0,dog
432591931_4789d0f0f1_z.jpg,0.31450653076171875,1,car
13340204053_873cda4cef_z.jpg,0.24596714973449707,1,car
2882148223_72d4df2a8e_z.jpg,0.332200288772583,1,bicycle
4282546783_10b5e0a62e_z.jpg,0.3347890377044678,1,person
18068160735_6c2f214265_z.jpg,0.32534289360046387,0,bicycle
6459633873_5effb4b6e5_z.jpg,0.31905674934387207,1,bicycle
3607850542_a3577913d7_z.jpg,0.31801509857177734,1,cat
8265517869_53c5fb3eff_z.jpg,0.2792971134185791,1,car
14507981482_c50d893620_z.jpg,0.3683309555053711,1,person
4730790029_bdc24fcb8c_z.jpg,0.29064011573791504,1,cat
1553312291_c0cae48a37_z.jpg,0.1984882354736328,1,bicycle
16789366715_633121f7bb_z.jpg,0.2966294288635254,1,person
3666190087_ca2fb0d709_z.jpg,0.3104534149169922,1,bicycle
5652496789_70e6f301e9_z.jpg,0.2889246940612793,0,dog
15091650494_d8a5f37637_z.jpg,0.27620363235473633,1,person
14351072751_334621d203_z.jpg,0.30709171295166016,0,dog
2918687630_5108e3e2ab_z.jpg,0.2630000114440918,1,car
8526465743_29a9320d16_z.jpg,0.3859081268310547,1,cat
1444579876_8c02edf580_z.jpg,0.3311424255371094,1,person
31792151_e1e4c47427_z.jpg,0.2620851993560791,1,cat
3413987789_b607473327_z.jpg,0.3451206684112549,1,car
16106543870_2f167db1e1_z.jpg,0.3262667655944824,1,car
8132134109_24eaa95e21_z.jpg,0.239058256149292,0,dog
11335325886_75cf456ea8_z.jpg,0.4011683464050293,1,cat
5007439610_5bb351fc1f_z.jpg,0.29941415786743164,1,car
5290576324_881daf8265_z.jpg,0.30005979537963867,1,dog
2215395014_24a2f8184c_z.jpg,0.3562476634979248,0,cat
11709285374_bbb0e09e4e_z_degraded.jpg,0.31569814682006836,0,dog
8651904899_c2632fe751_z.jpg,0.2974104881286621,0,bicycle
3197300261_4e5e9c5e3e_z.jpg,0.4210777282714844,1,dog
14652913468_5d3b2a39f1_z.jpg,0.3174870014190674,1,bicycle
14265143426_0770389597_z.jpg,0.26009464263916016,0,bicycle
2698863450_3a10857081_z.jpg,0.37151241302490234,1,dog
5425389979_390e3f3881_z.jpg,0.3082284927368164,1,person
2918687630_5108e3e2ab_z.jpg,0.2858150005340576,1,car
7166182137_a5679c9fa4_z_degraded.jpg,0.2786128520965576,1,person
5048937296_7c707f1d71_z.jpg,0.3775622844696045,1,cat
3595778703_d3bec2f74e_z.jpg,0.3220336437225342,0,car
342659307_d5d9d36af5_z.jpg,0.23064732551574707,1,car
7475018518_6c715a96c1_z.jpg,0.30052638053894043,1,dog
2882148223_72d4df2a8e_z_degraded_degraded.jpg,0.31057024002075195,0,bicycle
5484042252_37ce385b5f_z_degraded.jpg,0.3177471160888672,1,car
6111783458_61cc1f0f88_z.jpg,0.2893717288970947,1,person
19577109682_a0282d8678_z.jpg,0.3018364906311035,0,car
15235483580_08696e0988_z_degraded.jpg,0.29346251487731934,0,bicycle
7166182137_a5679c9fa4_z_degraded.jpg,0.29736757278442383,1,person
8591221048_8fe555a40c_z.jpg,0.3107442855834961,1,dog
422908475_7be8fe7338_z.jpg,0.35136842727661133,1,cat
5971377496_abc7d794c7_z.jpg,0.31684112548828125,1,bicycle
7742706992_27215ef7f8_z.jpg,0.2734384536743164,1,person
16658372825_affc436763_z.jpg,0.2567918300628662,1,person
8572756223_94130c5e61_z.jpg,0.30838871002197266,1,person
414586991_9630094229_z.jpg,0.34796595573425293,1,bicycle
5425389979_390e3f3881_z.jpg,0.3040652275085449,1,person
3595778703_d3bec2f74e_z.jpg,0.30022740364074707,0,car
15543230406_71c5a59208_z.jpg,0.3013176918029785,1,person
8183126241_e78c7f86ba_z.jpg,0.26227521896362305,1,person
202416281_527efb7418_z.jpg,0.2933974266052246,1,person
750912399_32f415ecb1_z.jpg,0.284320592880249,1,car
20264405486_14055e8288_z.jpg,0.3108198642730713,1,cat
489195247_b908298ee6_z.jpg,0.29894089698791504,1,dog
777472482_5eae8617bd_z.jpg,0.31302618980407715,1,cat
738798561_2d54b53ec5_z_degraded.jpg,0.30043458938598633,1,person
2392419690_8495e2b2c9_z.jpg,0.3165605068206787,1,person
9755183855_953c4f062c_z.jpg,0.2706797122955322,0,bicycle
9141188655_328b195d8d_z_degraded.jpg,0.2813143730163574,1,bicycle
9238365388_d2bb1bb2e4_z.jpg,0.27858710289001465,1,car
3446761063_9cdc26f36c_z.jpg,0.2498795986175537,1,bicycle
3959888385_3580cd572c_z_degraded.jpg,0.3216700553894043,1,cat
3679100484_a8e3044e55_z_degraded.jpg,0.2987022399902344,0,car
6431153899_9ac59a36b4_z.jpg,0.2904801368713379,1,car
7664570690_6ab2f0ab5d_z.jpg,0.28308773040771484,1,cat
33580840_a67c2b796a_z.jpg,0.31822848320007324,1,cat
17594682014_fcd2ac5ca3_z_degraded.jpg,0.2999434471130371,1,cat
3679100484_a8e3044e55_z.jpg,0.30674171447753906,0,car
12041194676_da91e0d068_z.jpg,0.272327184677124,1,cat
31792151_e1e4c47427_z.jpg,0.2820119857788086,1,cat
82706249_bf54b24c4e_z.jpg,0.16242146492004395,1,car
6010263871_df93fb6382_z_degraded.jpg,0.26618289947509766,1,car
5210291488_fe9939bdf1_z_degraded.jpg,0.24337053298950195,1,person
5877730305_f5e3d13667_z.jpg,0.2691049575805664,1,bicycle
9002629162_51388d1396_z.jpg,0.25200557708740234,1,cat
16278721974_968bd6bbcf_z.jpg,0.24355173110961914,1,cat
4163439575_7c6a260e8e_z.jpg,0.351945161819458,1,dog
5007439610_5bb351fc1f_z.jpg,0.2968275547027588,1,car
3666190087_ca2fb0d709_z.jpg,0.3274674415588379,1,bicycle
6117174227_6e5da0556b_z.jpg,0.24967336654663086,1,bicycle
414586991_9630094229_z_degraded.jpg,0.33395957946777344,1,bicycle
506974894_b74672813b_z.jpg,0.27215075492858887,1,dog
3582713912_3d9ac5ecc9_z.jpg,0.2905616760253906,1,cat
10921149963_027e750820_z.jpg,0.26800060272216797,1,person
3715997008_28a251eba7_z.jpg,0.26763153076171875,0,bicycle
2166320847_63a04a9303_z.jpg,0.27953267097473145,0,car
15516450642_4fffe9be37_z.jpg,0.3958113193511963,0,cat
5763085728_cd042a4cb0_z.jpg,0.25559449195861816,1,car
5021039430_0cda148fd5_z.jpg,0.27594971656799316,1,bicycle
5877731495_29cc1a6c57_z.jpg,0.26853179931640625,1,bicycle
3959888385_3580cd572c_z_degraded.jpg,0.3268134593963623,1,cat
3283350420_d2b4b8fef3_z.jpg,0.2568356990814209,1,cat
13472183804_b6c8633f6e_z_degraded.jpg,0.3272092342376709,1,dog
6309741882_b074ee1a96_z.jpg,0.3337721824645996,1,person
7475018518_6c715a96c1_z.jpg,0.27069878578186035,1,dog
1570513225_265b529538_z.jpg,0.26537132263183594,1,cat
14265143426_0770389597_z.jpg,0.2550818920135498,0,bicycle
2230295891_a68077f047_z_degraded.jpg,0.2732210159301758,1,cat
34095624_ce7c705614_z.jpg,0.28754401206970215,1,dog
12041194676_da91e0d068_z.jpg,0.26741886138916016,1,cat
5826499075_8c91ec270b_z.jpg,0.2877955436706543,1,person
5652496789_70e6f301e9_z.jpg,0.2712724208831787,0,dog
777472482_5eae8617bd_z.jpg,0.3195328712463379,1,cat
3069852951_85b984b709_z.jpg,0.31621623039245605,1,cat
2999108747_2b1e0ac45f_z.jpg,0.30173516273498535,1,cat
2136213674_4e484d88e3_z.jpg,0.2912900447845459,1,bicycle
2136213674_4e484d88e3_z.jpg,0.30960583686828613,1,bicycle
6985531639_71621c1e69_z.jpg,0.2642555236816406,1,person
3069852951_85b984b709_z.jpg,0.32932233810424805,1,cat
2784964324_0b0373fd24_z.jpg,0.30830979347229004,1,bicycle
