Image ID,Response time
1511658057_17b7bac11a_z.jpg,2.198458194732666
3968015804_ac83717a19_z.jpg,0.40196824073791504
2522213440_edbcb5ba05_z.jpg,0.3826930522918701
3141821008_3743fb8be5_z.jpg,0.46894145011901855
5099996575_32762aeb7f_z.jpg,0.42417097091674805
8634899263_5ce2555806_z.jpg,0.3891777992248535
15392489891_905432249f_z.jpg,0.3932461738586426
10921149963_027e750820_z.jpg,0.3777806758880615
252889263_3cf2d57f34_z.jpg,0.4308466911315918
3372528428_1fdbd7e39c_z.jpg,0.4287564754486084
6816985831_893d039421_z.jpg,0.3873019218444824
234597792_a9f1e7e7a9_z.jpg,0.3668062686920166
8572756223_94130c5e61_z.jpg,0.448544979095459
2553120516_dd48754dc4_z.jpg,0.3648715019226074
5652496789_70e6f301e9_z.jpg,0.3783588409423828
6102395478_8c004e1142_z.jpg,0.43355512619018555
8183126241_e78c7f86ba_z.jpg,0.37044835090637207
10218081326_b6a2dd98f5_z.jpg,0.5703082084655762
5210291488_fe9939bdf1_z.jpg,0.33457350730895996
8032610600_1dd81d41a4_z.jpg,0.39189600944519043
6924362656_d86bedc2e4_z.jpg,0.4138758182525635
8591221048_8fe555a40c_z.jpg,0.39391493797302246
16954781749_4c32123444_z.jpg,0.39404916763305664
15237426722_a51d199f2f_z.jpg,0.45797133445739746
15083791924_c7195faca3_z.jpg,0.39504146575927734
4065552857_98aa8a39d4_z.jpg,0.3912007808685303
5466970559_0f7b06bcd6_z.jpg,0.36603260040283203
16658372825_affc436763_z.jpg,0.34259462356567383
6431185703_6c72dd7b5e_z.jpg,0.3854331970214844
14869105327_a74f23fa8a_z.jpg,0.5437889099121094
12041194676_da91e0d068_z.jpg,0.3672020435333252
6113997729_5f5ac02209_z.jpg,0.4347665309906006
3413987789_b607473327_z.jpg,0.4182727336883545
18068160735_6c2f214265_z.jpg,0.4122922420501709
8349516772_6928ba8b88_z.jpg,0.42059755325317383
252889263_3cf2d57f34_z.jpg,0.45277976989746094
3812603979_2102c37672_z.jpg,0.3690667152404785
