Image ID,Model,correctly_detect,true_class
8526465743_29a9320d16_z_degraded.jpg,aggregated,0,cat
8526465743_29a9320d16_z_degraded.jpg,yolov5n,0,cat
8526465743_29a9320d16_z_degraded.jpg,yolov8n,0,cat
16433605163_8c9393beb1_z_degraded.jpg,aggregated,0,person
16433605163_8c9393beb1_z_degraded.jpg,yolov5n,0,person
16433605163_8c9393beb1_z_degraded.jpg,yolov8n,0,person
9141188655_328b195d8d_z_degraded.jpg,aggregated,0,bicycle
9141188655_328b195d8d_z_degraded.jpg,yolov5n,0,bicycle
9141188655_328b195d8d_z_degraded.jpg,yolov8n,0,bicycle
1908136167_cae3414e7e_z_degraded.jpg,aggregated,0,bicycle
1908136167_cae3414e7e_z_degraded.jpg,yolov5n,0,bicycle
1908136167_cae3414e7e_z_degraded.jpg,yolov8n,0,bicycle
2179537346_d695661bbc_z_degraded.jpg,aggregated,0,bicycle
2179537346_d695661bbc_z_degraded.jpg,yolov5n,0,bicycle
2179537346_d695661bbc_z_degraded.jpg,yolov8n,0,bicycle
7475018518_6c715a96c1_z_degraded.jpg,aggregated,0,dog
7475018518_6c715a96c1_z_degraded.jpg,yolov5n,0,dog
7475018518_6c715a96c1_z_degraded.jpg,yolov8n,0,dog
1570552254_fcac0be216_z_degraded.jpg,aggregated,0,dog
1570552254_fcac0be216_z_degraded.jpg,yolov5n,0,dog
1570552254_fcac0be216_z_degraded.jpg,yolov8n,0,dog
2709706154_32ff27825a_z_degraded.jpg,aggregated,0,cat
2709706154_32ff27825a_z_degraded.jpg,yolov5n,0,cat
2709706154_32ff27825a_z_degraded.jpg,yolov8n,0,cat
11381011104_36225e2ccc_z_degraded.jpg,aggregated,1,dog
11381011104_36225e2ccc_z_degraded.jpg,yolov5n,0,dog
11381011104_36225e2ccc_z_degraded.jpg,yolov8n,1,dog
6723753569_a1d8678cde_z_degraded.jpg,aggregated,1,person
6723753569_a1d8678cde_z_degraded.jpg,yolov5n,0,person
6723753569_a1d8678cde_z_degraded.jpg,yolov8n,1,person
541124874_7247349bb7_z_degraded.jpg,aggregated,0,bicycle
541124874_7247349bb7_z_degraded.jpg,yolov5n,0,bicycle
541124874_7247349bb7_z_degraded.jpg,yolov8n,0,bicycle
15237426722_a51d199f2f_z_degraded.jpg,aggregated,0,cat
15237426722_a51d199f2f_z_degraded.jpg,yolov5n,0,cat
15237426722_a51d199f2f_z_degraded.jpg,yolov8n,0,cat
7192116992_5447de0caa_z_degraded.jpg,aggregated,1,person
7192116992_5447de0caa_z_degraded.jpg,yolov5n,0,person
7192116992_5447de0caa_z_degraded.jpg,yolov8n,1,person
7664570690_6ab2f0ab5d_z_degraded.jpg,aggregated,0,cat
7664570690_6ab2f0ab5d_z_degraded.jpg,yolov5n,0,cat
7664570690_6ab2f0ab5d_z_degraded.jpg,yolov8n,0,cat
5007439610_5bb351fc1f_z_degraded.jpg,aggregated,0,car
5007439610_5bb351fc1f_z_degraded.jpg,yolov5n,0,car
5007439610_5bb351fc1f_z_degraded.jpg,yolov8n,0,car
7492624590_e473685314_z_degraded.jpg,aggregated,0,dog
7492624590_e473685314_z_degraded.jpg,yolov5n,0,dog
7492624590_e473685314_z_degraded.jpg,yolov8n,0,dog
8399932836_19c21d3779_z_degraded.jpg,aggregated,1,person
8399932836_19c21d3779_z_degraded.jpg,yolov5n,1,person
8399932836_19c21d3779_z_degraded.jpg,yolov8n,1,person
16675918410_cc9588a553_z_degraded.jpg,aggregated,0,bicycle
16675918410_cc9588a553_z_degraded.jpg,yolov5n,0,bicycle
16675918410_cc9588a553_z_degraded.jpg,yolov8n,0,bicycle
3679100484_a8e3044e55_z_degraded.jpg,aggregated,0,car
3679100484_a8e3044e55_z_degraded.jpg,yolov5n,0,car
3679100484_a8e3044e55_z_degraded.jpg,yolov8n,0,car
4730790029_bdc24fcb8c_z_degraded.jpg,aggregated,0,cat
4730790029_bdc24fcb8c_z_degraded.jpg,yolov5n,0,cat
4730790029_bdc24fcb8c_z_degraded.jpg,yolov8n,0,cat
4065552857_98aa8a39d4_z_degraded.jpg,aggregated,0,bicycle
4065552857_98aa8a39d4_z_degraded.jpg,yolov5n,0,bicycle
4065552857_98aa8a39d4_z_degraded.jpg,yolov8n,0,bicycle
5589760101_cf3ec6080e_z_degraded.jpg,aggregated,0,dog
5589760101_cf3ec6080e_z_degraded.jpg,yolov5n,0,dog
5589760101_cf3ec6080e_z_degraded.jpg,yolov8n,0,dog
2883059364_a6ccfaf69a_z_degraded.jpg,aggregated,0,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov5n,0,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov8n,0,bicycle
777472482_5eae8617bd_z_degraded.jpg,aggregated,0,cat
777472482_5eae8617bd_z_degraded.jpg,yolov5n,0,cat
777472482_5eae8617bd_z_degraded.jpg,yolov8n,0,cat
342659307_d5d9d36af5_z_degraded.jpg,aggregated,0,car
342659307_d5d9d36af5_z_degraded.jpg,yolov5n,0,car
342659307_d5d9d36af5_z_degraded.jpg,yolov8n,0,car
6816985831_893d039421_z_degraded.jpg,aggregated,0,bicycle
6816985831_893d039421_z_degraded.jpg,yolov5n,0,bicycle
6816985831_893d039421_z_degraded.jpg,yolov8n,0,bicycle
9478594118_5861e54c87_z_degraded.jpg,aggregated,0,cat
9478594118_5861e54c87_z_degraded.jpg,yolov5n,0,cat
9478594118_5861e54c87_z_degraded.jpg,yolov8n,0,cat
6097504753_2971a9eaa6_z_degraded.jpg,aggregated,0,car
6097504753_2971a9eaa6_z_degraded.jpg,yolov5n,0,car
6097504753_2971a9eaa6_z_degraded.jpg,yolov8n,0,car
3844809782_aa1ce17781_z_degraded.jpg,aggregated,0,cat
3844809782_aa1ce17781_z_degraded.jpg,yolov5n,0,cat
3844809782_aa1ce17781_z_degraded.jpg,yolov8n,0,cat
8291522231_19e1414c1b_z_degraded.jpg,aggregated,0,bicycle
8291522231_19e1414c1b_z_degraded.jpg,yolov5n,0,bicycle
8291522231_19e1414c1b_z_degraded.jpg,yolov8n,0,bicycle
412652687_4d6cb46129_z_degraded.jpg,aggregated,0,cat
412652687_4d6cb46129_z_degraded.jpg,yolov5n,0,cat
412652687_4d6cb46129_z_degraded.jpg,yolov8n,0,cat
6098643678_fc8044b5ac_z_degraded.jpg,aggregated,0,person
6098643678_fc8044b5ac_z_degraded.jpg,yolov5n,0,person
6098643678_fc8044b5ac_z_degraded.jpg,yolov8n,0,person
5298849761_aeeed1a3f9_z_degraded.jpg,aggregated,0,person
5298849761_aeeed1a3f9_z_degraded.jpg,yolov5n,0,person
5298849761_aeeed1a3f9_z_degraded.jpg,yolov8n,0,person
15235483580_08696e0988_z_degraded.jpg,aggregated,0,bicycle
15235483580_08696e0988_z_degraded.jpg,yolov5n,0,bicycle
15235483580_08696e0988_z_degraded.jpg,yolov8n,0,bicycle
2746929519_3599d54cfb_z_degraded.jpg,aggregated,0,bicycle
2746929519_3599d54cfb_z_degraded.jpg,yolov5n,0,bicycle
2746929519_3599d54cfb_z_degraded.jpg,yolov8n,0,bicycle
2433290346_8482cac895_z_degraded.jpg,aggregated,0,car
2433290346_8482cac895_z_degraded.jpg,yolov5n,0,car
2433290346_8482cac895_z_degraded.jpg,yolov8n,0,car
2718097307_1fb900f17a_z_degraded.jpg,aggregated,0,cat
2718097307_1fb900f17a_z_degraded.jpg,yolov5n,0,cat
2718097307_1fb900f17a_z_degraded.jpg,yolov8n,0,cat
1570513225_265b529538_z_degraded.jpg,aggregated,0,cat
1570513225_265b529538_z_degraded.jpg,yolov5n,0,cat
1570513225_265b529538_z_degraded.jpg,yolov8n,0,cat
677743874_168dcb5ed1_z_degraded.jpg,aggregated,0,dog
677743874_168dcb5ed1_z_degraded.jpg,yolov5n,0,dog
677743874_168dcb5ed1_z_degraded.jpg,yolov8n,0,dog
4414731678_5f70c9f88e_z_degraded.jpg,aggregated,0,dog
4414731678_5f70c9f88e_z_degraded.jpg,yolov5n,0,dog
4414731678_5f70c9f88e_z_degraded.jpg,yolov8n,0,dog
5298849761_aeeed1a3f9_z_degraded.jpg,aggregated,0,person
5298849761_aeeed1a3f9_z_degraded.jpg,yolov5n,0,person
5298849761_aeeed1a3f9_z_degraded.jpg,yolov8n,0,person
4763265058_6c6dbb9abe_z_degraded.jpg,aggregated,0,bicycle
4763265058_6c6dbb9abe_z_degraded.jpg,yolov5n,0,bicycle
4763265058_6c6dbb9abe_z_degraded.jpg,yolov8n,0,bicycle
6168484879_e6b9644722_z_degraded.jpg,aggregated,0,car
6168484879_e6b9644722_z_degraded.jpg,yolov5n,0,car
6168484879_e6b9644722_z_degraded.jpg,yolov8n,0,car
5466970559_0f7b06bcd6_z_degraded.jpg,aggregated,0,car
5466970559_0f7b06bcd6_z_degraded.jpg,yolov5n,0,car
5466970559_0f7b06bcd6_z_degraded.jpg,yolov8n,0,car
5481347426_620620145e_z_degraded.jpg,aggregated,1,person
5481347426_620620145e_z_degraded.jpg,yolov5n,0,person
5481347426_620620145e_z_degraded.jpg,yolov8n,1,person
5974549533_83d56b822d_z_degraded.jpg,aggregated,0,cat
5974549533_83d56b822d_z_degraded.jpg,yolov5n,0,cat
5974549533_83d56b822d_z_degraded.jpg,yolov8n,0,cat
15333662010_2f428f7e2f_z_degraded.jpg,aggregated,0,bicycle
15333662010_2f428f7e2f_z_degraded.jpg,yolov5n,0,bicycle
15333662010_2f428f7e2f_z_degraded.jpg,yolov8n,0,bicycle
3197300261_4e5e9c5e3e_z_degraded.jpg,aggregated,0,dog
3197300261_4e5e9c5e3e_z_degraded.jpg,yolov5n,0,dog
3197300261_4e5e9c5e3e_z_degraded.jpg,yolov8n,0,dog
3446761063_9cdc26f36c_z_degraded.jpg,aggregated,0,bicycle
3446761063_9cdc26f36c_z_degraded.jpg,yolov5n,0,bicycle
3446761063_9cdc26f36c_z_degraded.jpg,yolov8n,0,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,aggregated,0,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov5n,0,bicycle
2883059364_a6ccfaf69a_z_degraded.jpg,yolov8n,0,bicycle
7843905188_07e5d2a569_z_degraded.jpg,aggregated,0,person
7843905188_07e5d2a569_z_degraded.jpg,yolov5n,0,person
7843905188_07e5d2a569_z_degraded.jpg,yolov8n,0,person
16433605163_8c9393beb1_z_degraded.jpg,aggregated,0,person
16433605163_8c9393beb1_z_degraded.jpg,yolov5n,0,person
16433605163_8c9393beb1_z_degraded.jpg,yolov8n,0,person
268134569_0cea602ccb_z_degraded.jpg,aggregated,0,person
268134569_0cea602ccb_z_degraded.jpg,yolov5n,0,person
268134569_0cea602ccb_z_degraded.jpg,yolov8n,0,person
5466970559_0f7b06bcd6_z_degraded.jpg,aggregated,0,car
5466970559_0f7b06bcd6_z_degraded.jpg,yolov5n,0,car
5466970559_0f7b06bcd6_z_degraded.jpg,yolov8n,0,car
809525484_e2e6f137aa_z_degraded.jpg,aggregated,0,dog
809525484_e2e6f137aa_z_degraded.jpg,yolov5n,0,dog
809525484_e2e6f137aa_z_degraded.jpg,yolov8n,0,dog
239427670_897dedb1ea_z_degraded.jpg,aggregated,0,dog
239427670_897dedb1ea_z_degraded.jpg,yolov5n,0,dog
239427670_897dedb1ea_z_degraded.jpg,yolov8n,0,dog
15071673457_0703cea442_z_degraded.jpg,aggregated,0,person
15071673457_0703cea442_z_degraded.jpg,yolov5n,0,person
15071673457_0703cea442_z_degraded.jpg,yolov8n,0,person
14757587416_892a95bf77_z_degraded.jpg,aggregated,0,bicycle
14757587416_892a95bf77_z_degraded.jpg,yolov5n,0,bicycle
14757587416_892a95bf77_z_degraded.jpg,yolov8n,0,bicycle
10218081326_b6a2dd98f5_z_degraded.jpg,aggregated,0,car
10218081326_b6a2dd98f5_z_degraded.jpg,yolov5n,0,car
10218081326_b6a2dd98f5_z_degraded.jpg,yolov8n,0,car
15038212434_9e0e575008_z_degraded.jpg,aggregated,0,car
15038212434_9e0e575008_z_degraded.jpg,yolov5n,0,car
15038212434_9e0e575008_z_degraded.jpg,yolov8n,0,car
3141821008_3743fb8be5_z_degraded.jpg,aggregated,0,car
3141821008_3743fb8be5_z_degraded.jpg,yolov5n,0,car
3141821008_3743fb8be5_z_degraded.jpg,yolov8n,0,car
5316877862_ccdebd50e5_z_degraded.jpg,aggregated,0,person
5316877862_ccdebd50e5_z_degraded.jpg,yolov5n,0,person
5316877862_ccdebd50e5_z_degraded.jpg,yolov8n,0,person
489195247_b908298ee6_z_degraded.jpg,aggregated,0,dog
489195247_b908298ee6_z_degraded.jpg,yolov5n,0,dog
489195247_b908298ee6_z_degraded.jpg,yolov8n,0,dog
319365750_c6ecd7afbc_z_degraded.jpg,aggregated,0,dog
319365750_c6ecd7afbc_z_degraded.jpg,yolov5n,0,dog
319365750_c6ecd7afbc_z_degraded.jpg,yolov8n,0,dog
10218081326_b6a2dd98f5_z_degraded.jpg,aggregated,0,car
10218081326_b6a2dd98f5_z_degraded.jpg,yolov5n,0,car
10218081326_b6a2dd98f5_z_degraded.jpg,yolov8n,0,car
2918687630_5108e3e2ab_z_degraded.jpg,aggregated,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov5n,0,car
2918687630_5108e3e2ab_z_degraded.jpg,yolov8n,0,car
3604271495_1cacccec06_z_degraded.jpg,aggregated,0,bicycle
3604271495_1cacccec06_z_degraded.jpg,yolov5n,0,bicycle
3604271495_1cacccec06_z_degraded.jpg,yolov8n,0,bicycle
15584457029_80b75274db_z_degraded.jpg,aggregated,1,cat
15584457029_80b75274db_z_degraded.jpg,yolov5n,0,cat
15584457029_80b75274db_z_degraded.jpg,yolov8n,1,cat
5763085728_cd042a4cb0_z_degraded.jpg,aggregated,0,car
5763085728_cd042a4cb0_z_degraded.jpg,yolov5n,0,car
5763085728_cd042a4cb0_z_degraded.jpg,yolov8n,0,car
6985531639_71621c1e69_z_degraded.jpg,aggregated,1,person
6985531639_71621c1e69_z_degraded.jpg,yolov5n,0,person
6985531639_71621c1e69_z_degraded.jpg,yolov8n,1,person
3372528428_1fdbd7e39c_z_degraded.jpg,aggregated,0,cat
3372528428_1fdbd7e39c_z_degraded.jpg,yolov5n,0,cat
3372528428_1fdbd7e39c_z_degraded.jpg,yolov8n,0,cat
5516505342_43268015f4_z_degraded.jpg,aggregated,0,car
5516505342_43268015f4_z_degraded.jpg,yolov5n,0,car
5516505342_43268015f4_z_degraded.jpg,yolov8n,0,car
7492624590_e473685314_z_degraded.jpg,aggregated,0,dog
7492624590_e473685314_z_degraded.jpg,yolov5n,0,dog
7492624590_e473685314_z_degraded.jpg,yolov8n,0,dog
15091650494_d8a5f37637_z_degraded.jpg,aggregated,0,person
15091650494_d8a5f37637_z_degraded.jpg,yolov5n,0,person
15091650494_d8a5f37637_z_degraded.jpg,yolov8n,0,person
