Image ID,RequestId,Model,correctly_detect,true_class
4030862073_d697f506b0_z.jpg,bfa764c1-3516-47e8-92f6-df53a8c5a9d7,aggregated,1,person
4030862073_d697f506b0_z.jpg,bfa764c1-3516-47e8-92f6-df53a8c5a9d7,yolov5n,1,person
4030862073_d697f506b0_z.jpg,bfa764c1-3516-47e8-92f6-df53a8c5a9d7,yolov8n,1,person
16679943419_b0fd9b6858_z.jpg,65d4adad-e451-40cd-a974-cd838f7780e8,aggregated,1,bicycle
16679943419_b0fd9b6858_z.jpg,65d4adad-e451-40cd-a974-cd838f7780e8,yolov5n,1,bicycle
16679943419_b0fd9b6858_z.jpg,65d4adad-e451-40cd-a974-cd838f7780e8,yolov8n,1,bicycle
1428837563_12ec867e05_z.jpg,5a62f98c-c4bc-4ee0-9be6-3177caf75daa,aggregated,1,cat
1428837563_12ec867e05_z.jpg,5a62f98c-c4bc-4ee0-9be6-3177caf75daa,yolov5n,0,cat
1428837563_12ec867e05_z.jpg,5a62f98c-c4bc-4ee0-9be6-3177caf75daa,yolov8n,1,cat
7548613890_a6272237ac_z.jpg,05380c13-f4d8-4794-9f8c-1748b89d6a98,aggregated,1,bicycle
7548613890_a6272237ac_z.jpg,05380c13-f4d8-4794-9f8c-1748b89d6a98,yolov5n,1,bicycle
7548613890_a6272237ac_z.jpg,05380c13-f4d8-4794-9f8c-1748b89d6a98,yolov8n,1,bicycle
5007439610_5bb351fc1f_z.jpg,97689985-a54d-43f2-b914-47fe0dacb7c8,aggregated,1,car
5007439610_5bb351fc1f_z.jpg,97689985-a54d-43f2-b914-47fe0dacb7c8,yolov5n,0,car
5007439610_5bb351fc1f_z.jpg,97689985-a54d-43f2-b914-47fe0dacb7c8,yolov8n,1,car
7675033952_b3caa0dd37_z.jpg,ff0ab034-5401-4da7-9cea-c71f68a92a50,aggregated,1,bicycle
7675033952_b3caa0dd37_z.jpg,ff0ab034-5401-4da7-9cea-c71f68a92a50,yolov5n,1,bicycle
7675033952_b3caa0dd37_z.jpg,ff0ab034-5401-4da7-9cea-c71f68a92a50,yolov8n,1,bicycle
3666190087_ca2fb0d709_z.jpg,39a68b2a-3b51-4561-89ff-df47a4adee22,aggregated,1,bicycle
3666190087_ca2fb0d709_z.jpg,39a68b2a-3b51-4561-89ff-df47a4adee22,yolov5n,1,bicycle
3666190087_ca2fb0d709_z.jpg,39a68b2a-3b51-4561-89ff-df47a4adee22,yolov8n,1,bicycle
9372235876_d7d69f1790_z.jpg,83ae95e6-9609-44c9-8290-f23da6b8375f,aggregated,1,cat
9372235876_d7d69f1790_z.jpg,83ae95e6-9609-44c9-8290-f23da6b8375f,yolov5n,0,cat
9372235876_d7d69f1790_z.jpg,83ae95e6-9609-44c9-8290-f23da6b8375f,yolov8n,1,cat
412652687_4d6cb46129_z.jpg,abc1118a-586c-4335-81a4-df7d1c67cab1,aggregated,1,cat
412652687_4d6cb46129_z.jpg,abc1118a-586c-4335-81a4-df7d1c67cab1,yolov5n,0,cat
412652687_4d6cb46129_z.jpg,abc1118a-586c-4335-81a4-df7d1c67cab1,yolov8n,1,cat
361146297_ca9b5c8799_z.jpg,f10999fd-357d-4c26-a5b2-37dd34042dcf,aggregated,1,dog
361146297_ca9b5c8799_z.jpg,f10999fd-357d-4c26-a5b2-37dd34042dcf,yolov5n,0,dog
361146297_ca9b5c8799_z.jpg,f10999fd-357d-4c26-a5b2-37dd34042dcf,yolov8n,1,dog
14351072751_334621d203_z.jpg,7c434861-78d1-4dba-a5c7-146793e3fdf4,aggregated,0,dog
14351072751_334621d203_z.jpg,7c434861-78d1-4dba-a5c7-146793e3fdf4,yolov5n,0,dog
14351072751_334621d203_z.jpg,7c434861-78d1-4dba-a5c7-146793e3fdf4,yolov8n,0,dog
4065552857_98aa8a39d4_z.jpg,8bb21651-4683-463e-bbc9-e73f9543f600,aggregated,1,bicycle
4065552857_98aa8a39d4_z.jpg,8bb21651-4683-463e-bbc9-e73f9543f600,yolov5n,1,bicycle
4065552857_98aa8a39d4_z.jpg,8bb21651-4683-463e-bbc9-e73f9543f600,yolov8n,1,bicycle
2709706154_32ff27825a_z.jpg,62397abe-6e82-4cee-ba17-facde4784a03,aggregated,0,cat
2709706154_32ff27825a_z.jpg,62397abe-6e82-4cee-ba17-facde4784a03,yolov5n,0,cat
2709706154_32ff27825a_z.jpg,62397abe-6e82-4cee-ba17-facde4784a03,yolov8n,0,cat
5827517048_a890acd7e6_z.jpg,e4d67579-1a63-437d-9f74-6f4b10b6e660,aggregated,0,dog
5827517048_a890acd7e6_z.jpg,e4d67579-1a63-437d-9f74-6f4b10b6e660,yolov5n,0,dog
5827517048_a890acd7e6_z.jpg,e4d67579-1a63-437d-9f74-6f4b10b6e660,yolov8n,0,dog
412652687_4d6cb46129_z.jpg,3ae785ab-9c2c-43df-9355-0830cf2b446e,aggregated,1,cat
412652687_4d6cb46129_z.jpg,3ae785ab-9c2c-43df-9355-0830cf2b446e,yolov5n,0,cat
412652687_4d6cb46129_z.jpg,3ae785ab-9c2c-43df-9355-0830cf2b446e,yolov8n,1,cat
1553312291_c0cae48a37_z.jpg,6c0008e4-d3f9-4f9a-ae18-d55cd3bd4e6d,aggregated,1,bicycle
1553312291_c0cae48a37_z.jpg,6c0008e4-d3f9-4f9a-ae18-d55cd3bd4e6d,yolov5n,1,bicycle
1553312291_c0cae48a37_z.jpg,6c0008e4-d3f9-4f9a-ae18-d55cd3bd4e6d,yolov8n,1,bicycle
5708252159_5b4ac86a01_z.jpg,fd5bf9fe-9f49-4565-b6ce-11bd12a0f0f4,aggregated,1,bicycle
5708252159_5b4ac86a01_z.jpg,fd5bf9fe-9f49-4565-b6ce-11bd12a0f0f4,yolov5n,1,bicycle
5708252159_5b4ac86a01_z.jpg,fd5bf9fe-9f49-4565-b6ce-11bd12a0f0f4,yolov8n,1,bicycle
2667833832_bf9ddddac5_z.jpg,cde14f27-f330-46f7-90d9-eb0c73636801,aggregated,1,cat
2667833832_bf9ddddac5_z.jpg,cde14f27-f330-46f7-90d9-eb0c73636801,yolov5n,0,cat
2667833832_bf9ddddac5_z.jpg,cde14f27-f330-46f7-90d9-eb0c73636801,yolov8n,1,cat
15038212434_9e0e575008_z.jpg,369755da-66f8-46ff-a731-311c3eb51ef3,aggregated,0,car
15038212434_9e0e575008_z.jpg,369755da-66f8-46ff-a731-311c3eb51ef3,yolov5n,0,car
15038212434_9e0e575008_z.jpg,369755da-66f8-46ff-a731-311c3eb51ef3,yolov8n,0,car
1240686712_fbccf26b7f_z.jpg,33648a09-b33e-4821-abd8-65422b55a0a2,aggregated,1,cat
