Image ID,Response time
b'4730790029_bdc24fcb8c_z.jpg',1.5215752124786377
b'16104664631_cce4a9a58c_z.jpg',0.12643814086914062
b'858829152_629399f0a4_z.jpg',0.11998128890991211
b'8874948232_195679aa4e_z.jpg',0.11120820045471191
b'6897439523_236f77f06f_z.jpg',0.1206369400024414
b'5878631770_0c5592a1ee_z.jpg',0.11162209510803223
b'11381011104_36225e2ccc_z.jpg',0.13529491424560547
b'16982913298_aa90f2a62b_z.jpg',0.1791543960571289
b'2525539133_73f08a9471_z.jpg',0.10670208930969238
b'5708252159_5b4ac86a01_z.jpg',0.11516261100769043
b'342659307_d5d9d36af5_z.jpg',0.08347845077514648
b'2206074222_69cc088500_z.jpg',0.10643863677978516
b'7443993440_80892cc39d_z.jpg',0.1525106430053711
b'5826499075_8c91ec270b_z.jpg',0.11694812774658203
b'4065552857_98aa8a39d4_z.jpg',0.11044883728027344
b'15983066535_629c335c63_z.jpg',0.10573196411132812
b'6835338988_c013b40c94_z.jpg',0.10610723495483398
b'3157735385_c9e7580f03_z.jpg',0.11278939247131348
b'5878631770_0c5592a1ee_z.jpg',0.10670614242553711
b'16982913298_aa90f2a62b_z.jpg',0.14876461029052734
b'81717243_2c9fcf3dab_z.jpg',0.12308168411254883
b'6102395478_8c004e1142_z.jpg',0.11539387702941895
b'11381011104_36225e2ccc_z.jpg',0.13198447227478027
b'2177634493_51ca0597e2_z.jpg',0.14821147918701172
b'2167290248_1ac3cbd890_z.jpg',0.12452507019042969
b'5340010485_edeaa88c83_z.jpg',0.1240696907043457
b'1134141407_0254c76c4d_z.jpg',0.10037422180175781
b'14811525368_d8b774e40a_z.jpg',0.10817289352416992
b'5210291488_fe9939bdf1_z.jpg',0.0975637435913086
b'340359612_df41037e73_z.jpg',0.1057901382446289
b'16675918410_cc9588a553_z.jpg',0.09224438667297363
b'34095624_ce7c705614_z.jpg',0.11260342597961426
b'4065552857_98aa8a39d4_z.jpg',0.10906457901000977
b'8651904899_c2632fe751_z.jpg',0.10968327522277832
b'13472183804_b6c8633f6e_z.jpg',0.1258864402770996
b'8132134109_24eaa95e21_z.jpg',0.09537768363952637
b'8960442702_6c931904f0_z.jpg',0.10982322692871094
b'4479906928_4ab0604d1c_z.jpg',0.11612510681152344
b'15837810787_14c16de452_z.jpg',0.10816526412963867
b'9031823026_3e55960d76_z.jpg',0.09523558616638184
b'489195247_b908298ee6_z.jpg',0.1174614429473877
b'6098643678_fc8044b5ac_z.jpg',0.10708880424499512
b'235979174_fcd7ef1374_z.jpg',0.11902499198913574
b'84410494_ab268290cf_z.jpg',0.11712908744812012
b'8526465743_29a9320d16_z.jpg',0.16164278984069824
b'5816846412_7b6fa97da0_z.jpg',0.11186671257019043
b'5599702283_8562638984_z.jpg',0.10824155807495117
b'5340010485_edeaa88c83_z.jpg',0.1236107349395752
b'750912399_32f415ecb1_z.jpg',0.11399197578430176
b'14628257582_1ff5e98e4c_z.jpg',0.10171699523925781
b'890847666_ec8eaecf88_z.jpg',0.11514520645141602
b'5210291488_fe9939bdf1_z.jpg',0.09668636322021484
b'2918687630_5108e3e2ab_z.jpg',0.10869622230529785
b'14265143426_0770389597_z.jpg',0.10272336006164551
b'6897439523_236f77f06f_z.jpg',0.11255574226379395
b'2667833832_bf9ddddac5_z.jpg',0.11704730987548828
b'3747524_f07f508ba9_z.jpg',0.12168407440185547
b'16675918410_cc9588a553_z.jpg',0.0934150218963623
b'1492095547_3a48dbc70b_z.jpg',0.11449074745178223
b'7782123174_dbda292cef_z.jpg',0.1163487434387207
b'2468082692_49ec682990_z.jpg',0.11790823936462402
b'5007439610_5bb351fc1f_z.jpg',0.11731934547424316
b'3959888385_3580cd572c_z.jpg',0.12112307548522949
b'2215395014_24a2f8184c_z.jpg',0.12789535522460938
b'17554656478_22dea58ed2_z.jpg',0.10809755325317383
b'5753318048_1cde42cb1f_z.jpg',0.12278079986572266
b'1110261834_4068e20626_z.jpg',0.1149754524230957
b'1570552254_fcac0be216_z.jpg',0.10651326179504395
b'2698863450_3a10857081_z.jpg',0.14573121070861816
b'4029738064_00c4cd038b_z.jpg',0.10529756546020508
b'2882148223_72d4df2a8e_z.jpg',0.11040091514587402
b'15490190390_d64fe16141_z.jpg',0.1053314208984375
b'3069852951_85b984b709_z.jpg',0.11108589172363281
b'7581740758_a1c5cf246e_z.jpg',0.10821247100830078
b'7270802858_c6e2b115e4_z.jpg',0.14743614196777344
b'3703720579_4a2cf4af15_z.jpg',0.11176657676696777
b'4484760806_dc814d2ce2_z.jpg',0.10561847686767578
b'7270802858_c6e2b115e4_z.jpg',0.14636993408203125
b'15237426722_a51d199f2f_z.jpg',0.12205839157104492
